,bedrooms,sqft_lot,sqft_living,price,floors10,floors15,floors20,floors25,floors30,floors35,view00,view10,view20,view30,view40,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,grade13
20781,0.6931471805599453,7.142036574706803,7.177782416195197,13.017002861746503,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20782,1.0986122886681098,7.660114319173928,7.473069088032197,13.375376362320816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20783,1.0986122886681098,8.17244681834278,7.258412150595307,12.577636201962656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20784,1.0986122886681098,7.641084249174914,7.408530566894626,12.842649474601725,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20785,1.0986122886681098,8.820994645747902,7.749322464660356,13.49812500613905,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20786,1.3862943611198906,9.347141413468329,7.873978379604501,13.12068196462179,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20787,1.3862943611198906,8.482808764554406,7.832014180505469,13.19188944005294,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20788,1.6094379124341003,8.517193191416238,7.965545573129992,12.947771866672285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20789,1.0986122886681098,7.216709486709457,7.272398392570047,13.058358047428417,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20790,1.0986122886681098,8.706490361946617,7.68937110752969,12.832011076396668,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20791,1.3862943611198906,7.652545692693921,7.313220387090301,12.114877985345247,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20792,1.0986122886681098,8.898911905794401,7.478169694159785,12.721551426548809,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20793,1.3862943611198906,9.810439811486056,8.202482446576537,13.592241998836913,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20794,1.3862943611198906,8.736007384569218,7.67786350067821,12.855790268162783,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20795,1.0986122886681098,12.83365678030636,7.506591780070841,13.270783382522602,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20796,1.0986122886681098,8.34283980427146,7.7706452341291765,12.771383613667108,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20797,1.0986122886681098,7.922261058353247,8.064636475774222,14.100689500197937,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20798,1.0986122886681098,8.313116702819253,7.484368643286131,12.65075846679162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20799,1.3862943611198906,8.047829357457841,7.882314918980268,13.422393893036974,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20800,1.6094379124341003,8.930626469173578,8.101677747454572,13.919870573288517,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20801,0.6931471805599453,7.105786129481271,7.05617528410041,12.936033799212835,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20802,1.0986122886681098,8.585412430393381,8.14902386805177,14.038654109278484,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20803,1.0986122886681098,7.803843303538772,7.237059026124737,12.24913213499062,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20804,0.6931471805599453,7.030857476116121,7.138866999945524,13.021437458814368,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20805,1.6094379124341003,8.561210076833012,7.986164860332727,13.637579349471613,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20806,1.6094379124341003,8.353968130313271,8.06777619577889,13.567049198665774,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20807,1.3862943611198906,8.719317375506371,8.276394704863307,14.214286677921642,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20808,1.6094379124341003,9.22276289197474,8.180320874773685,14.28551418721001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20809,1.0986122886681098,8.460622839927844,7.791522819150732,12.821112328023315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20810,1.0986122886681098,8.881836305004146,8.131530710604252,13.180632285528304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20811,1.3862943611198906,8.712595487748722,7.815207062189088,12.863592648446968,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20812,1.3862943611198906,8.965717788984849,8.029432840581244,14.457364444136669,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20813,1.3862943611198906,8.936561204693394,8.070906088787819,13.507625778194974,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20814,1.6094379124341003,9.452423433109788,8.663887570567042,14.375126345899696,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20815,1.0986122886681098,6.8308742346461795,7.371489295214277,13.102058624063964,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20816,1.0986122886681098,7.273786317844895,7.455876687491824,12.7868906411162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20817,1.3862943611198906,8.210668031162976,7.741967899820685,12.706832781812727,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20818,1.0986122886681098,8.230577217146454,7.489970898834801,12.933621252807452,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20819,1.0986122886681098,8.165363632473982,7.820037989458753,13.187214349723945,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20820,1.3862943611198906,8.591372589590488,7.889459149404524,12.905189472243153,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20821,1.3862943611198906,7.844632644464681,7.867105500316739,13.493926933836812,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20822,1.791759469228055,10.221577581159291,8.725832056527565,14.0623706358958,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20823,0.6931471805599453,7.30854279753919,7.162397497355718,12.387560521575551,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20824,1.6094379124341003,8.518791912779934,8.177515823846075,13.33254326232668,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20825,1.3862943611198906,8.699514748210191,8.38022733634308,14.04662227892766,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20826,1.0986122886681098,7.121252453244542,7.114769448366463,12.983101310070822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20827,1.3862943611198906,11.003532148295863,8.199738960630786,13.737549016494562,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20828,0.6931471805599453,7.821242083523558,7.484368643286131,13.355853220772683,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20829,1.0986122886681098,6.974478911025045,7.038783541388542,12.899207326011993,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20830,1.0986122886681098,7.1853870155804165,7.146772179452637,12.821123140353697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20831,1.6094379124341003,8.183955717304954,7.930206206684683,13.071070083016778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20832,1.3862943611198906,8.517193191416238,7.555905093611346,12.774223335915433,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20833,1.3862943611198906,9.178849704884811,7.7406644019172415,12.706696406811568,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20834,1.0986122886681098,8.306472160100585,7.947325027016463,12.813117127036707,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20835,1.3862943611198906,9.106866963499908,7.793586803371584,13.011431816697048,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20836,1.3862943611198906,8.425077902508432,8.224163512637862,13.296316684527767,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20837,0.0,7.571473648851271,6.593044534142437,12.691580461311874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20838,0.6931471805599453,7.470793774195062,7.595889917718538,13.444446876573442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20839,1.0986122886681098,6.699500340161678,7.170119543449628,12.706696406811568,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20840,1.3862943611198906,8.921591063563978,7.847762537473608,12.897969044188466,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20841,1.6094379124341003,8.526549286340263,7.803843303538772,13.226723392728571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20842,0.6931471805599453,6.586171654854675,7.272398392570047,12.96453929221076,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20843,1.0986122886681098,7.350516171833998,7.038783541388542,12.834681304952548,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20844,0.6931471805599453,6.863803391452954,7.01211529430638,13.120361374733656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20845,1.0986122886681098,10.688119423218252,7.8709295967551425,13.527828485512494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20846,1.0986122886681098,7.090076835776092,7.432483807917119,12.727541429394645,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20847,0.6931471805599453,7.383989457978509,7.575584651557793,13.226723392728571,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20848,1.3862943611198906,9.002824076547672,8.169053149927343,14.0623706358958,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20849,1.3862943611198906,8.451907724717607,8.104703468371108,13.815460556714232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20850,1.6094379124341003,8.608312784783722,7.8709295967551425,13.790192749979985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20851,1.0986122886681098,8.183676582620658,7.2078598714324755,12.608198852372823,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20852,0.6931471805599453,7.271703706887368,7.462214939768189,13.079455876393052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20854,1.0986122886681098,8.779557455883728,7.5443321080536885,12.921470435024938,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20855,1.0986122886681098,7.513709247839705,7.575584651557793,13.590490246637204,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20856,1.3862943611198906,8.666474894131992,8.4096079807363,13.442996549995796,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20857,1.791759469228055,8.664405571096625,8.072779333169498,12.834681304952548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20858,1.3862943611198906,11.262307936655263,8.326032685955079,13.560618308335483,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20859,1.6094379124341003,8.648221453822641,7.937374696163295,13.369196892483066,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20860,1.3862943611198906,8.39366870513074,7.592870287844818,12.611537753638338,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20861,1.3862943611198906,9.378393956972433,7.919356190660617,13.348701819615057,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20862,1.0986122886681098,8.65817178467581,7.461640392208575,12.524526376648708,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20863,1.3862943611198906,7.920083199053234,7.495541943884256,12.773656603114773,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20864,1.0986122886681098,6.912742820493176,7.3395376954076745,13.244581010128577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20865,1.3862943611198906,7.706162970199576,7.615791072035833,13.547631112808673,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20866,1.3862943611198906,8.48446336679332,8.104703468371108,13.37545400508649,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20867,1.0986122886681098,7.255591274253665,7.146772179452637,13.041153321978786,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20868,1.6094379124341003,8.866863661202087,7.785720896534624,12.508027377268673,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20869,0.6931471805599453,6.872128101338986,7.3395376954076745,13.369223455335854,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20870,1.3862943611198906,8.851233902846035,7.944492163932159,13.032438669876342,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20871,1.6094379124341003,8.536995818712418,7.8399193600125825,12.779873068457553,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20872,0.6931471805599453,6.8966943316227125,7.114769448366463,12.782686009834167,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20873,1.3862943611198906,7.925157512224703,7.549609165154532,12.959844447906553,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20874,1.6094379124341003,8.752581469146884,7.979338895262328,13.240146413060712,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20875,1.0986122886681098,6.959398512133975,7.27931883541462,13.038981768465277,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20876,1.3862943611198906,11.154076731490644,8.58858318750291,13.579788224443204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20877,1.0986122886681098,7.195187320178709,7.146772179452637,12.901716706288706,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20878,1.0986122886681098,8.536995818712418,7.843848638152472,13.9108207377686,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20879,1.3862943611198906,8.874867635688053,8.029432840581244,13.652991628466498,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20880,1.0986122886681098,8.306472160100585,7.27931883541462,12.522706539931722,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20881,1.6094379124341003,9.71269017726113,8.349957272040324,14.47819853103951,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20882,1.3862943611198906,8.742254901886351,8.15478757276852,13.602317337503232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20883,1.0986122886681098,6.881411303642535,7.306531398939505,12.65075846679162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20884,1.0986122886681098,7.24422751560335,7.090076835776092,12.676076274775909,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20885,1.0986122886681098,8.37378460812088,7.673223121121708,12.92391243868049,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20886,1.0986122886681098,9.086702731518004,8.213381737034572,13.493926933836812,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20887,1.3862943611198906,8.101980731853192,7.549609165154532,12.721885810807203,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20888,1.3862943611198906,7.186144304522325,7.432483807917119,13.161564859603466,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20889,1.3862943611198906,9.08851166361105,7.933796874815411,13.186486812405569,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20890,1.0986122886681098,8.796641458940915,7.568379267836522,12.524162674153336,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20891,0.6931471805599453,6.566672429803241,7.047517221357296,12.691580461311874,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20892,1.3862943611198906,10.028047572471536,7.620705086838262,12.765688433465597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20893,1.3862943611198906,8.927844826211702,7.8119734296220225,13.217673557208654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20894,1.3862943611198906,8.332789468417959,7.5443321080536885,12.650277581954269,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20895,1.0986122886681098,7.367077059881012,7.3938782901077555,13.173056491719846,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20896,1.3862943611198906,8.576593534697684,7.718685495198466,12.834681304952548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20897,1.0986122886681098,7.1180162044653335,7.2078598714324755,12.61153442029945,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20898,1.0986122886681098,7.121252453244542,7.286191714702382,12.985397522331171,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20899,1.0986122886681098,8.1786387885907,7.628517626575055,12.621488084491506,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20900,0.6931471805599453,7.284820912568604,7.05617528410041,13.17115354157376,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20901,1.0986122886681098,7.160069207596127,7.232733136177615,13.262125319779487,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20902,0.6931471805599453,7.009408932708637,7.003065458786462,12.948009990259552,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20904,1.3862943611198906,12.279258049391467,8.411832675758411,14.419826524817603,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20905,1.3862943611198906,9.220191688026556,8.237479288613633,13.981024996441848,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20906,0.6931471805599453,7.053585727193677,7.1853870155804165,13.122263372403996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20907,1.3862943611198906,9.35296777022594,8.68946441235669,13.955272500339433,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20908,1.0986122886681098,8.522578663692576,7.408530566894626,12.89921982609012,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20909,1.0986122886681098,8.39840965542627,7.4205789054108005,12.41694116596877,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20910,1.0986122886681098,7.150701457592526,7.383989457978509,13.353475098367715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20911,1.6094379124341003,9.241354425505353,8.122668023346407,13.237476184504834,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20912,1.3862943611198906,8.31434234336979,7.886081401775745,12.567237494741757,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20913,1.0986122886681098,7.29505641646263,7.432483807917119,13.304684934198283,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20914,1.0986122886681098,6.967909201801884,7.3901814282264295,13.102160670086809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20915,1.0986122886681098,6.86484777797086,7.170119543449628,12.706847933442663,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20916,1.3862943611198906,8.306965865368573,7.383989457978509,12.56706326353651,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20917,1.0986122886681098,8.501063809486354,8.169053149927343,14.253765488895429,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20918,1.3862943611198906,9.061608318175784,8.174702882469461,13.687677186454389,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20919,1.0986122886681098,7.470224135899966,7.455876687491824,13.266377137543234,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20920,1.6094379124341003,8.496990484098719,7.783224016336037,12.911642346088676,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20921,1.0986122886681098,7.1204443723924875,7.258412150595307,13.142166004700508,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20922,0.6931471805599453,7.02108396428914,7.106606137727303,13.049792684569493,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20923,1.3862943611198906,8.294049640102028,7.7664168980196555,14.077874822431765,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20924,1.3862943611198906,9.329899607033822,8.29154650988391,13.319573546692034,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20925,1.0986122886681098,7.099201743553092,7.138866999945524,12.724866438945341,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20926,1.0986122886681098,7.786136437783072,7.365180126021013,12.834681304952548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20927,1.0986122886681098,7.89655270164304,7.473069088032197,12.593034282073779,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20928,1.6094379124341003,8.346642090221199,8.13739583005665,13.737549016494562,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20930,1.3862943611198906,8.644178203170727,7.56734567601324,12.542544882151386,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20932,1.0986122886681098,8.656955133791396,7.803843303538772,13.312983737012978,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20933,1.0986122886681098,7.488293515159428,7.528331766707247,12.84779494409793,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20935,0.6931471805599453,7.010311867307229,7.358830898342354,13.487006490992238,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20936,1.0986122886681098,6.866933284461882,7.154615356913663,13.217491722495906,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20937,1.0986122886681098,8.63994165667529,8.068402958569699,12.96453929221076,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20938,1.0986122886681098,7.2991214627108,7.432483807917119,13.106233995474446,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20939,0.6931471805599453,7.262628600974241,7.371489295214277,12.946079556742603,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20940,1.0986122886681098,8.893984438939794,7.962067308753666,13.38472764187182,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20941,1.3862943611198906,8.480114183174816,7.855544677915663,12.84779494409793,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20942,1.3862943611198906,8.13739583005665,7.512071245835466,12.505436222755792,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20943,1.3862943611198906,8.699514748210191,7.9817332866918855,12.916568464424731,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20944,1.0986122886681098,7.1308988302963465,7.1853870155804165,13.270783382522602,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20945,1.0986122886681098,8.183397369998433,7.450079569807499,12.873132491326801,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20946,0.6931471805599453,8.41715183723601,6.71901315438526,11.608235644774552,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20947,1.0986122886681098,7.142036574706803,6.946975992135418,12.345834587905333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20948,1.3862943611198906,8.807621489536043,7.933796874815411,13.186989394713999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20949,1.0986122886681098,7.194436851100335,7.251344983372214,12.59642411582829,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20950,1.3862943611198906,9.035986984831405,8.303999970955196,13.664687668229691,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20951,1.3862943611198906,8.198089248956116,8.122668023346407,13.607255619143816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20952,1.0986122886681098,8.29154650988391,7.414572881350589,12.690040815126281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20953,0.6931471805599453,7.843848638152472,6.813444599510896,12.170445467887022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20954,1.0986122886681098,6.8658910748834385,7.154615356913663,12.779873068457553,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20955,1.3862943611198906,8.501876487304344,7.7664168980196555,13.17115354157376,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20956,1.0986122886681098,9.175024026848615,7.835579246669965,12.823822561617671,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20957,1.3862943611198906,9.228474942171665,8.45531778769815,14.03062193758122,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20958,1.0986122886681098,12.524646369449284,7.930206206684683,13.764217263576723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
